Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_mapped,clean_text,tokens,tb_polarity,tb_subjectivity,tb_sentiment
676,680,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! , Excitement ,2023-09-03 22:00:00, ScienceExperimentProHighSchool , Twitter , #ScienceGeek #HighSchoolExperiments ,23.0,44.0, UK,2023,9,3,22,Positive,attempting impress teacher elaborate science experiment science geek mode activated,"['attempting', 'impress', 'teacher', 'elaborate', 'science', 'experiment', 'science', 'geek', 'mode', 'activated']",0.625,1.0,Positive
677,681,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! , Joy ,2023-09-04 15:15:00, BraceletCraftsmanHighSchool , Instagram , #FriendshipBracelets #HighSchoolCrafts ,19.0,37.0, USA,2023,9,4,15,Positive,crafting intricate friendship bracelet whole squad friendship level expert weaver,"['crafting', 'intricate', 'friendship', 'bracelet', 'whole', 'squad', 'friendship', 'level', 'expert', 'weaver']",0.25,0.4,Positive
678,682,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! , Excitement ,2023-09-05 12:30:00, CartwheelMasterHighSchool , Twitter , #CartwheelChallenge #HighSchoolAthlete ,27.0,52.0, Canada,2023,9,5,12,Positive,attempting beat record consecutive cartwheel cartwheel challenge underway,"['attempting', 'beat', 'record', 'consecutive', 'cartwheel', 'cartwheel', 'challenge', 'underway']",0.625,0.5,Positive
679,683,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! , Joy ,2023-09-06 16:45:00, MovieMarathonHostHighSchool , Facebook , #MovieNight #HighSchoolMemories ,22.0,43.0, UK,2023,9,6,16,Positive,organizing movie marathon friend popcorn cinematic adventure await,"['organizing', 'movie', 'marathon', 'friend', 'popcorn', 'cinematic', 'adventure', 'await']",0.0,0.2,Neutral
680,684,Experimenting with a new hair color. A bold change for a bold semester! , Excitement ,2023-09-07 18:20:00, HairColorExperimentHighSchool , Instagram , #HairExperiment #HighSchoolStyle ,20.0,39.0, USA,2023,9,7,18,Positive,experimenting new hair color bold change bold semester,"['experimenting', 'new', 'hair', 'color', 'bold', 'change', 'bold', 'semester']",0.2954545454545454,0.5959595959595959,Positive
681,685,Building a time capsule to capture memories for the future. Time-traveling emotions! , Joy ,2023-09-08 14:15:00, TimeCapsuleCreatorHighSchool , Facebook , #TimeCapsule #HighSchoolNostalgia ,26.0,48.0, Canada,2023,9,8,14,Positive,building time capsule capture memory future timetraveling emotion,"['building', 'time', 'capsule', 'capture', 'memory', 'future', 'timetraveling', 'emotion']",0.0,0.125,Neutral
682,686,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! , Embarrassed ,2023-09-09 17:30:00, ClassroomBlunderHighSchool , Twitter , #FirstDayOops #HighSchoolEmbarrassment ,16.0,32.0, USA,2023,9,9,17,Neutral,accidentally walked wrong classroom first day classroom mixup awkward start,"['accidentally', 'walked', 'wrong', 'classroom', 'first', 'day', 'classroom', 'mixup', 'awkward', 'start']",-0.3333333333333333,0.7444444444444445,Negative
683,687,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! , Excitement ,2023-09-10 20:45:00, SmoothieConnoisseurHighSchool , Instagram , #HealthyLiving #HighSchoolWellness ,23.0,42.0, UK,2023,9,10,20,Positive,trying new smoothie recipe healthy start week smoothie enthusiast level,"['trying', 'new', 'smoothie', 'recipe', 'healthy', 'start', 'week', 'smoothie', 'enthusiast', 'level']",0.3806818181818182,0.4772727272727273,Positive
684,688,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. , Sad ,2023-09-11 15:45:00, OverwhelmedHighSchoolStudent , Twitter , #SchoolChallenges #HighSchoolStruggles ,15.0,28.0, USA,2023,9,11,15,Negative,reflecting challenge school year feeling bit overwhelmed assignment,"['reflecting', 'challenge', 'school', 'year', 'feeling', 'bit', 'overwhelmed', 'assignment']",0.0,0.0,Neutral
685,689,Encountered some mean-spirited comments online. Dealing with online hate is never easy. , Hate ,2023-09-12 12:30:00, DealingWithHateHighSchool , Instagram , #OnlineHate #HighSchoolReality ,18.0,36.0, Canada,2023,9,12,12,Negative,encountered meanspirited comment online dealing online hate never easy,"['encountered', 'meanspirited', 'comment', 'online', 'dealing', 'online', 'hate', 'never', 'easy']",-0.5083333333333333,0.8666666666666667,Negative
686,690,Had a bad day at school. Everything seems to be going wrong. , Bad ,2023-09-13 16:45:00, ToughDayHighSchool , Facebook , #BadDay #HighSchoolBlues ,20.0,40.0, UK,2023,9,13,16,Negative,bad day school everything seems going wrong,"['bad', 'day', 'school', 'everything', 'seems', 'going', 'wrong']",-0.5999999999999999,0.7833333333333333,Negative
687,691,Feeling down after not making the sports team. Disappointment lingers. , Sad ,2023-09-14 18:20:00, SportsTeamRejectionHighSchool , Twitter , #Disappointment #HighSchoolSports ,17.0,34.0, USA,2023,9,14,18,Negative,feeling making sport team disappointment lingers,"['feeling', 'making', 'sport', 'team', 'disappointment', 'lingers']",-0.37777777777777777,0.34444444444444444,Negative
688,692,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. , Hate ,2023-09-15 14:15:00, CafeteriaConflictHighSchool , Instagram , #CafeteriaDrama #HighSchoolTension ,21.0,41.0, Canada,2023,9,15,14,Negative,witnessed heated argument cafeteria unpleasant atmosphere lunch,"['witnessed', 'heated', 'argument', 'cafeteria', 'unpleasant', 'atmosphere', 'lunch']",-0.6499999999999999,0.95,Negative
689,693,Received a not-so-great grade on a major project. Academic frustration setting in. , Bad ,2023-09-16 17:30:00, ProjectGradeDisappointmentHighSchool , Facebook , #AcademicFrustration #HighSchoolStress ,19.0,38.0, UK,2023,9,16,17,Negative,received notsogreat grade major project academic frustration setting,"['received', 'notsogreat', 'grade', 'major', 'project', 'academic', 'frustration', 'setting']",0.03125,0.25,Neutral
690,694,Dealing with a personal setback. Sometimes life throws unexpected challenges. , Sad ,2023-09-17 20:45:00, PersonalSetbackHighSchool , Twitter , #LifeChallenges #HighSchoolStruggles ,22.0,44.0, USA,2023,9,17,20,Negative,dealing personal setback sometimes life throw unexpected challenge,"['dealing', 'personal', 'setback', 'sometimes', 'life', 'throw', 'unexpected', 'challenge']",0.05,0.65,Neutral
691,695,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. , Sad ,2023-09-18 22:00:00, LonelySaturdayHighSchool , Instagram , #LonelyNights #HighSchoolEmotions ,16.0,31.0, Canada,2023,9,18,22,Negative,feeling lonely saturday night sometimes solitude hit harder expected,"['feeling', 'lonely', 'saturday', 'night', 'sometimes', 'solitude', 'hit', 'harder', 'expected']",-0.09999999999999999,0.3666666666666667,Negative
692,696,Experiencing cyberbullying. Hateful messages online are disheartening. , Hate ,2023-09-19 15:15:00, CyberbullyingVictimHighSchool , Facebook , #StopCyberbullying #HighSchoolReality ,14.0,27.0, UK,2023,9,19,15,Negative,experiencing cyberbullying hateful message online disheartening,"['experiencing', 'cyberbullying', 'hateful', 'message', 'online', 'disheartening']",0.0,0.0,Neutral
693,697,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. , Bad ,2023-09-20 12:30:00, RainyDayBluesHighSchool , Twitter , #BadLuck #HighSchoolWeather ,18.0,35.0, USA,2023,9,20,12,Negative,caught torrential rainstorm without umbrella today weather bad luck,"['caught', 'torrential', 'rainstorm', 'without', 'umbrella', 'today', 'weather', 'bad', 'luck']",-0.6999999999999998,0.6666666666666666,Negative
694,698,Missing an important event due to unforeseen circumstances. A day filled with sadness. , Sad ,2023-09-21 16:45:00, MissedOpportunityHighSchool , Instagram , #MissedChances #HighSchoolRegret ,20.0,39.0, Canada,2023,9,21,16,Negative,missing important event due unforeseen circumstance day filled sadness,"['missing', 'important', 'event', 'due', 'unforeseen', 'circumstance', 'day', 'filled', 'sadness']",0.11875000000000001,0.58125,Positive
695,699,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. , Hate ,2023-09-22 18:20:00, RumorVictimHighSchool , Facebook , #RumorMills #HighSchoolDrama ,23.0,46.0, UK,2023,9,22,18,Negative,dealing unfounded rumor circulating personal life rumor hurtful,"['dealing', 'unfounded', 'rumor', 'circulating', 'personal', 'life', 'rumor', 'hurtful']",0.0,0.3,Neutral
696,700,Got a flat tire on the way to an important meeting. Talk about a series of bad events! , Bad ,2023-09-23 14:15:00, FlatTireWoesHighSchool , Twitter , #BadLuckDay #HighSchoolStruggles ,25.0,50.0, USA,2023,9,23,14,Negative,got flat tire way important meeting talk series bad event,"['got', 'flat', 'tire', 'way', 'important', 'meeting', 'talk', 'series', 'bad', 'event']",-0.1666666666666666,0.5972222222222222,Negative
697,701,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. , Sad ,2023-09-24 17:30:00, FriendMovingAwayHighSchool , Instagram , #SayingGoodbye #HighSchoolEmotions ,21.0,42.0, Canada,2023,9,24,17,Negative,feeling sense emptiness close friend move away farewell always sad,"['feeling', 'sense', 'emptiness', 'close', 'friend', 'move', 'away', 'farewell', 'always', 'sad']",-0.5,1.0,Negative
698,702,Facing rejection from a dream college. Disheartened but determined to explore other paths. , Sad ,2023-09-25 20:45:00, CollegeRejectionHighSchool , Facebook , #CollegeDreams #HighSchoolJourney ,19.0,37.0, UK,2023,9,25,20,Negative,facing rejection dream college disheartened determined explore path,"['facing', 'rejection', 'dream', 'college', 'disheartened', 'determined', 'explore', 'path']",-0.125,0.375,Negative
699,703,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. , Hate ,2023-09-26 14:15:00, GamingToxicityHighSchool , Twitter , #OnlineGaming #HighSchoolGamer ,16.0,32.0, USA,2023,9,26,14,Negative,encountering online toxicity gaming session hateful comment ruin fun,"['encountering', 'online', 'toxicity', 'gaming', 'session', 'hateful', 'comment', 'ruin', 'fun']",0.3,0.2,Positive
700,704,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. , Bad ,2023-09-27 17:30:00, BadHairDayBluesHighSchool , Instagram , #BadHairDay #HighSchoolConfidence ,18.0,36.0, Canada,2023,9,27,17,Negative,bad hair day feeling selfconscious bad hair day affect confidence,"['bad', 'hair', 'day', 'feeling', 'selfconscious', 'bad', 'hair', 'day', 'affect', 'confidence']",-0.6999999999999998,0.6666666666666666,Negative
701,705,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. , Sad ,2023-09-28 22:00:00, ProjectFailureDespairHighSchool , Facebook , #ProjectStruggles #HighSchoolHardships ,21.0,41.0, UK,2023,9,28,22,Negative,feeling sense despair major project failure hard work didnt pay time,"['feeling', 'sense', 'despair', 'major', 'project', 'failure', 'hard', 'work', 'didnt', 'pay', 'time']",-0.18194444444444446,0.44722222222222224,Negative
702,706,Experiencing hate comments for expressing personal opinions. Online negativity prevails. , Hate ,2023-09-29 15:45:00, OpinionsHateHighSchool , Twitter , #OnlineOpinions #HighSchoolCriticism ,24.0,48.0, USA,2023,9,29,15,Negative,experiencing hate comment expressing personal opinion online negativity prevails,"['experiencing', 'hate', 'comment', 'expressing', 'personal', 'opinion', 'online', 'negativity', 'prevails']",-0.4,0.6,Negative
703,707,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! , Bad ,2023-09-30 18:20:00, TechMalfunctionWoesHighSchool , Instagram , #TechIssues #HighSchoolTech ,22.0,43.0, Canada,2023,9,30,18,Negative,string bad luck constant technology malfunction tech trouble galore,"['string', 'bad', 'luck', 'constant', 'technology', 'malfunction', 'tech', 'trouble', 'galore']",-0.3499999999999999,0.5,Negative
704,708,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. , Sad ,2023-10-01 14:15:00, MissedEventBluesHighSchool , Facebook , #MissedMoments #HighSchoolRegret ,20.0,39.0, UK,2023,10,1,14,Negative,missing longanticipated event due unexpected circumstance day filled sadness,"['missing', 'longanticipated', 'event', 'due', 'unexpected', 'circumstance', 'day', 'filled', 'sadness']",0.043750000000000004,0.58125,Neutral
705,709,Trying out a new study technique for upcoming exams. Exploring different learning strategies. , Neutral ,2023-10-02 16:45:00, StudyTechniqueExperimentHighSchool , Instagram , #StudyStrategies #HighSchoolExams ,23.0,42.0, USA,2023,10,2,16,Neutral,trying new study technique upcoming exam exploring different learning strategy,"['trying', 'new', 'study', 'technique', 'upcoming', 'exam', 'exploring', 'different', 'learning', 'strategy']",0.06818181818181818,0.5272727272727272,Positive
706,710,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. , Neutral ,2023-10-03 12:30:00, CommunityCleanupHighSchool , Twitter , #EnvironmentalEfforts #HighSchoolCommunity ,26.0,50.0, Canada,2023,10,3,12,Neutral,organizing community cleanup event cleaner neighborhood promoting environmental awareness,"['organizing', 'community', 'cleanup', 'event', 'cleaner', 'neighborhood', 'promoting', 'environmental', 'awareness']",0.0,0.0,Neutral
707,711,Sharing favorite book recommendations with classmates. Building a mini book club. , Neutral ,2023-10-04 18:20:00, BookRecommendationsHighSchool , Facebook , #BookClub #HighSchoolReads ,19.0,38.0, UK,2023,10,4,18,Neutral,sharing favorite book recommendation classmate building mini book club,"['sharing', 'favorite', 'book', 'recommendation', 'classmate', 'building', 'mini', 'book', 'club']",0.5,1.0,Positive
708,712,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. , Neutral ,2023-10-05 14:15:00, BakeSaleRecipeExperimentHighSchool , Instagram , #BakingAdventures #HighSchoolBakes ,21.0,43.0, USA,2023,10,5,14,Neutral,experimenting new recipe school bake sale baking adventure kitchen,"['experimenting', 'new', 'recipe', 'school', 'bake', 'sale', 'baking', 'adventure', 'kitchen']",0.13636363636363635,0.45454545454545453,Positive
709,713,Collaborating on a school project with peers. Teamwork makes the dream work. , Neutral ,2023-10-06 17:30:00, SchoolProjectCollaborationHighSchool , Twitter , #Teamwork #HighSchoolProjects ,18.0,36.0, Canada,2023,10,6,17,Neutral,collaborating school project peer teamwork make dream work,"['collaborating', 'school', 'project', 'peer', 'teamwork', 'make', 'dream', 'work']",0.0,0.0,Neutral
710,714,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. , Neutral ,2023-10-07 20:45:00, ExtracurricularExplorationHighSchool , Instagram , #SchoolClubs #HighSchoolInterests ,22.0,45.0, UK,2023,10,7,20,Neutral,attending school club meeting explore new interest dabbling extracurricular activity,"['attending', 'school', 'club', 'meeting', 'explore', 'new', 'interest', 'dabbling', 'extracurricular', 'activity']",0.13636363636363635,0.45454545454545453,Positive
711,715,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. , Neutral ,2023-10-08 15:15:00, PartTimeJobExplorationHighSchool , Facebook , #CareerDevelopment #HighSchoolJobs ,24.0,48.0, USA,2023,10,8,15,Neutral,exploring new parttime job opportunity gaining work experience career development progress,"['exploring', 'new', 'parttime', 'job', 'opportunity', 'gaining', 'work', 'experience', 'career', 'development', 'progress']",0.13636363636363635,0.45454545454545453,Positive
712,716,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. , Neutral ,2023-10-09 22:00:00, SchoolAssemblyParticipationHighSchool , Twitter , #SchoolEvents #HighSchoolConnectivity ,20.0,40.0, Canada,2023,10,9,22,Neutral,attending school assembly stay informed upcoming event announcement staying connected school activity,"['attending', 'school', 'assembly', 'stay', 'informed', 'upcoming', 'event', 'announcement', 'staying', 'connected', 'school', 'activity']",0.0,0.0,Neutral
